category,app_count,developer_count,review_count,reviews_per_app,avg_rating,one_star_rate_pct,reply_rate_pct,monthly_plan_count,median_monthly_price,free_entry_share_pct,top_app_review_share_pct,demand_score,competition_score,customer_gap_score,service_gap_final_score,monetization_final_score,pricing_pressure_final_score,concentration_final_score,opportunity_score
Triggers and rules,364,317,164969,453.21,3.86,1.74,20.99,630,28.49,25.75,6.04,46.02527216925429,77.49413405162034,19.697720030104897,82.41788573005796,16.31831122838692,72.46069599010775,95.22287905416201,50.01840286813595
Push notifications,75,75,62171,828.95,3.95,1.98,13.07,133,39.99,27.66,15.91,47.85916493886923,97.29410381188646,18.86969562164083,93.34805409881314,24.30386778695924,69.08673379261614,79.45358683495766,55.60495273072665
Embedded forms,66,62,16599,251.5,3.94,1.75,24.91,116,25.0,25.16,31.42,13.736976863765042,98.12718048081177,18.213599241222436,77.00800441622964,13.894868411915839,73.50291467938527,54.67327049049369,42.8962401222524
SKU and barcodes,78,73,5176,66.36,3.51,3.86,18.33,149,17.0,21.88,37.65,3.287127975764473,97.26733604744278,34.151565258507574,86.08887662158432,8.339698632039443,79.29694400282636,44.71960377057038,43.166232100765384
Discounts,1095,921,291357,266.08,3.54,1.96,24.75,1783,29.0,23.29,3.42,56.67526397378125,27.733475945411683,26.59078891043235,77.22881589842672,16.672453301854038,76.80621798268857,99.40885125419396,44.06817201157902
Links and buttons,82,74,27029,329.62,3.52,0.52,19.12,108,9.99,30.38,36.23,19.009043415959695,97.08637363991197,21.67300380228137,84.99861992823627,3.4719811124227484,64.28192898781134,46.98833679501519,43.088308791256964
Cash on delivery (COD),56,53,9155,163.48,3.53,1.0,15.25,59,9.99,34.07,56.97,8.459262819530846,98.83711423339474,23.248894148851345,90.339497653878,3.4719811124227484,57.76364599894011,13.85205304361719,39.66754926571101
Gift boxes,61,58,13816,226.49,4.48,2.34,37.3,124,29.0,20.51,13.76,12.134660118185634,98.46233753142971,10.118153305522675,59.90891526359371,16.672453301854038,81.71701112877584,82.88864035788464,41.47180529290739
Wholesale bundles,59,58,15207,257.75,4.32,1.4,28.07,94,24.49,24.6,15.37,13.816373794200452,98.53300890952158,9.701553087849764,72.64697764283743,13.540726338448719,74.49213919802155,80.31634446397189,42.137236746175105
Custom layouts,114,95,47842,419.67,4.42,1.57,41.88,175,19.95,29.2,20.0,26.438028330047487,95.12361891215357,8.425872300422204,53.588186585702445,10.388167488368863,66.36636636636638,72.91899664483145,41.20071725741249
Performance tracking,128,117,61136,477.63,3.89,3.37,16.43,206,29.99,27.72,16.09,31.2039321364786,93.75728693587496,25.124434484090013,88.71101297267458,17.35990556211374,68.98074545133369,79.16600095861959,50.45975177019483
Funnel performance,152,144,37453,246.4,4.35,1.78,42.49,303,39.99,24.19,14.05,16.704543510880633,91.83949981240166,10.529297711076982,52.7463428098261,24.30386778695924,75.21639286345169,82.42530755711775,41.452194852470846
China,125,114,64761,518.09,3.27,2.51,60.93,82,36.48,54.19,15.19,33.66118342385575,93.98215295705398,33.747415483874576,27.297819486613292,21.866537046038466,22.222222222222214,80.60393034030996,45.11227967784336
Mockup generator,77,75,48583,630.95,3.35,3.84,56.24,50,39.99,55.36,20.21,36.47253603530632,97.22343243379458,37.119806836272474,33.770356058515034,24.30386778695924,20.155449567214262,72.58347978910369,47.646344104551275
Legal,107,101,7476,69.87,3.43,3.26,17.95,114,6.49,22.44,42.38,3.8056441332430486,95.13325082739271,33.46497228727228,86.61330389180237,1.0415943337268248,78.30771948419007,37.162486020131006,41.26213547069908
Cutoff times,54,50,8779,162.57,4.1,2.56,40.95,90,15.24,23.58,18.29,8.3587109954453,99.02664456552782,18.15190659649654,54.87165332597294,7.117561280466635,76.29394099982335,75.65106247004314,39.67743767942681
Custom subscriptions,53,52,13227,249.57,4.02,2.31,58.27,100,69.0,21.26,29.52,13.127791221355105,98.98274095187962,18.753025177873475,30.96881037813965,44.44830220123603,80.3921568627451,57.70889918517336,43.498280201684686
Variant bundles,97,95,32062,330.54,4.36,2.02,42.61,159,19.99,23.56,16.42,19.82624205651302,95.7243256259345,11.222185850141425,52.580734198178305,10.415943337268246,76.3292704469175,78.63876018533313,40.914729261364045
Custom rules,478,391,71222,149.0,4.14,2.37,35.31,906,24.99,22.54,9.0,17.324341843921374,70.53401130070054,16.692406908457077,62.65525807341981,13.887924449690994,78.1310722487193,90.49368908771369,38.55632164442915
Inventory tracking,102,95,12245,120.05,3.66,1.41,20.35,200,24.99,21.48,18.95,6.895223614029509,95.54764718070481,22.285873363606093,83.30113165884626,13.887924449690994,80.00353294470942,74.59658092347021,43.433817539116816
Cart recovery,111,108,43994,396.34,4.28,2.56,12.86,190,49.0,28.52,18.74,24.750814048251,94.7145705117795,14.72985336455736,93.6378691691968,30.560377751545033,67.56756756756756,74.93209777919796,49.14941513431984
Delivery time,65,60,5436,83.63,3.65,3.2,38.98,89,20.0,28.35,17.6,4.138016825010091,98.24175547255184,29.061712229692493,57.59039470052443,10.422887299493091,67.86786786786786,76.75347499600575,41.048737454871485
Custom products - Other,93,91,16056,172.65,3.1,2.42,16.49,138,14.99,24.6,24.52,9.951106917321468,96.02414698750651,36.648228819558106,88.62820866685068,6.943962224845497,74.49213919802155,65.69739575011982,45.93614383856225
Dropdowns,73,70,27511,376.86,4.26,2.72,24.88,131,19.9,25.84,14.31,21.30129980142787,97.56287344671367,15.69874963977651,77.0494065691416,10.353447677244636,72.30171347818407,82.00990573574053,44.9511883368521
United Kingdom,59,55,53028,898.78,3.61,2.63,71.34,71,39.99,37.72,18.55,49.73194242724147,98.6518678635628,27.725038260631145,12.931272426166146,24.30386778695924,51.3160219042572,75.23566064866593,48.97465836995582
Content - Other,119,115,3313,27.84,2.34,1.66,16.93,154,19.99,28.38,36.7,1.1919378441822601,94.15454743998252,48.30072436397821,88.02097709080873,10.415943337268246,67.81487369722663,46.2374181179102,44.85614262226567
Email capture list,174,164,76701,440.81,4.17,2.22,14.37,310,29.99,26.85,12.99,31.868731653712658,90.2697216264497,15.570188323442927,91.5539608059619,17.35990556211374,70.51757639992934,84.1188688288864,48.62636907976072
Automated workflows,102,100,19227,188.5,3.95,2.24,14.59,168,35.5,28.03,28.04,11.182988798956984,95.34954892396948,19.826281346438474,91.25034501794093,21.18602874800361,68.43313902137432,60.07349416839751,44.559183727304074
Design elements - Other,242,210,13648,56.4,3.2,2.54,12.17,277,9.95,21.62,24.88,4.122328341811665,86.04439080936088,35.188589238900214,94.59011868617168,3.444205263523366,79.75622681505034,65.12222399744368,42.49674329387551
Add-ons,54,50,24445,452.69,4.52,2.89,27.15,109,19.99,24.14,16.11,24.3903565968189,99.02664456552782,11.381243757291916,73.9166436654706,10.415943337268246,75.30471648118707,79.13404697235981,44.855160853583314
Checkboxes,83,79,25837,311.29,4.04,2.84,26.35,136,19.0,25.54,15.24,17.965055040423273,96.8529396941307,20.322760249232694,75.02070107645596,9.728491077008542,72.83165518459636,80.52404537466049,44.55553254593822
Email notifications,407,359,61352,150.74,3.88,2.89,24.62,652,29.0,27.08,7.74,15.888183659617287,74.31067406606823,23.548544137520043,77.40822522771184,16.672453301854038,70.11128775834658,92.5067902220802,41.91648397269261
Translation,225,205,151835,674.82,4.36,1.36,33.3,446,23.99,25.25,6.56,54.411051718819536,86.84319577987714,8.793929779501248,65.42920231852057,13.193528227206444,73.34393216746157,94.39207541140757,49.63893788645705
Product-based,80,69,7311,91.39,3.93,3.13,35.32,121,19.99,25.0,13.09,4.790731058713682,97.35514327473919,23.480976002820228,62.6414573557825,10.415943337268246,73.78555025613849,83.95909889758747,41.07867631404509
Shipping rates,542,469,40405,74.55,3.05,4.42,37.62,566,24.99,31.0,9.66,9.089381315571096,65.18219439668931,44.957150890976095,59.467292299199556,13.887924449690994,63.1867161278926,89.43920754114076,39.961428467251125
Branding,92,84,16929,184.01,4.12,1.58,24.53,198,24.99,25.19,12.22,10.618764773055167,96.33682023598192,14.166086112300201,77.5324316864477,13.887924449690994,73.44992050874404,85.34909729988816,42.53165518945024
Personalized campaigns,60,59,14040,234.0,4.3,2.14,19.04,102,39.0,29.05,38.4,12.521736498040994,98.4580535691286,12.804371364540586,85.10902566933481,23.616415526699537,66.63133721957252,43.5213292858284,42.94391733245254
Collections,248,231,47694,192.31,3.6,1.99,35.02,480,24.99,22.22,20.87,15.73968636670836,85.00036399679684,25.560479775724154,63.05547888490201,13.887924449690994,78.69634340222575,71.52899824253075,41.94709398436296
Bulk editor,172,152,9673,56.24,3.12,7.14,28.99,294,18.49,23.89,20.15,3.503519793015201,90.81582882070637,53.63371076361784,71.37731162020425,9.37434900354142,75.74633456986398,72.67934174788306,45.730955193557634
Traffic source,73,61,11106,152.14,3.87,3.61,59.05,132,47.0,24.14,17.98,8.22683321345407,97.91945030883728,26.38766482847766,29.89235440242892,29.17158530657593,75.30471648118707,76.14634925706982,41.85565785396863
Activity tracking,165,159,18038,109.32,3.46,1.86,37.04,304,50.0,17.36,30.0,7.282278674877318,90.78584108459845,27.743783871500238,60.26773392216395,31.254773974029582,87.28139904610492,56.94200351493849,43.45265427631207
Backgrounds,175,129,54475,311.29,3.78,0.79,18.17,195,7.0,31.51,18.29,22.369153106114123,91.62107373455113,17.723415506257403,86.3096881037814,1.3957364071939447,62.285815226991694,75.65106247004314,43.19835928099921
Customer notifications,50,49,5316,106.32,3.72,5.04,28.89,92,29.9,21.85,35.01,5.1849608797687425,99.20760697305863,34.50059734148068,71.51531879657742,17.29740990209013,79.34993817346758,48.93752995686212,44.1983978543378
AI targeting,51,48,31737,622.29,3.63,5.51,14.5,89,99.0,27.42,30.99,33.47524579877998,99.21189093535978,37.940836613815236,91.37455147667679,65.28018887577252,69.51068715774598,55.36028119507909,60.97238885620481
Web push,52,52,8667,166.67,3.64,1.1,13.22,93,33.98,23.77,34.93,8.534000632649825,99.01807664092556,21.525556982460262,93.14104333425338,20.130546489827093,75.9583112524289,49.06534590190127,44.82709604745554
Scheduled sync,77,67,16042,208.34,3.9,2.42,18.23,171,25.99,19.72,39.98,11.624761074097195,97.54038964457112,21.439103344272937,86.2268837979575,14.582320672175545,83.11252428899488,40.996964371305324,43.717599779930204
Global fulfillment,71,70,49399,695.76,3.3,3.76,56.91,42,39.95,59.62,19.88,39.64114772715123,97.63354482480554,37.7760431093093,32.84570797681479,24.27609193805986,12.630277336159708,73.11072056239016,48.20523900192873
Testimonials,89,80,79637,894.8,4.2,0.98,29.48,143,14.99,30.58,12.42,53.637131472333,96.60130590850801,10.437668046007879,70.70107645597571,6.943962224845497,63.92863451686981,85.0295574372903,50.37668923601884
Block dates,67,63,15765,235.3,4.27,2.04,31.56,122,19.88,24.55,13.12,12.848056705945769,98.05222514041877,13.006795983403146,67.83052718741375,10.339559752794944,74.58046281575693,83.9111679181978,41.68238661960918
About us pages,74,71,32623,440.85,3.91,1.08,40.37,120,19.0,29.55,30.51,25.09206962468852,97.48791810632066,16.31889361725939,55.67209494893734,9.728491077008542,65.74810104221868,56.12717686531395,42.15462680270979
Multipacks,59,57,19426,329.25,4.43,2.32,26.8,103,29.0,21.37,14.49,17.822442026111187,98.57262856086867,10.995140130435889,74.3996687827767,16.672453301854038,80.19784490372726,81.72231985940246,44.40600735650097
Tax calculation,57,46,9574,167.96,4.24,2.54,28.9,107,20.0,27.21,15.48,8.734055072839773,99.07911610377829,15.416726121029495,71.50151807894011,10.422887299493091,69.88164635223458,80.14059753954305,41.29737931057836
Upsell discounts,97,96,23342,240.64,4.22,2.45,27.6,167,29.0,25.45,12.06,14.264023693149074,95.68470597458742,15.465828430097066,73.29561137179132,16.672453301854038,72.99063769652005,85.60472918996645,43.556310281005736
Forms,361,329,200881,556.46,3.88,1.52,25.19,610,19.99,27.09,4.96,56.39605829020388,77.12470530259333,18.508073203009374,76.62158432238476,10.415943337268246,70.0936230347995,96.94839431219044,50.80222107384972
Membership perks,76,75,28254,371.76,3.95,1.76,57.88,153,59.99,23.15,23.12,21.17609404128357,97.25876812284052,18.06027693142744,31.507038365995015,38.19179223665024,77.05352411234765,67.93417478830484,44.486690138304155
SEO score,144,131,52163,362.24,4.05,1.99,29.39,232,19.0,27.22,17.31,24.405935189357358,92.63724079228103,17.00534669587625,70.82528291471156,9.728491077008542,69.86398162868751,77.21680779677266,43.92584271926624
Detailed logs,64,53,7665,119.77,4.1,4.15,32.28,126,49.48,20.99,25.43,6.177740528368494,98.55442872102725,24.0017962212206,66.8368755175269,30.893687938337617,80.86910439851617,64.24348937529957,44.629050551735816
Product page,137,119,43007,313.92,3.85,1.16,14.3,197,9.0,29.12,23.16,20.729035842276694,93.36002643176741,17.75391209707428,91.65056582942313,2.7845288521630445,66.50768415474298,67.87026681578527,43.7066801256307
Packaging,51,48,3434,67.33,3.29,5.47,32.56,66,29.0,30.53,23.65,3.064780202299869,99.21189093535978,44.257547906227174,66.45045542368203,16.672453301854038,64.01695813460519,67.08739415242053,45.16121397088995
Sales pop-ups,98,91,31393,320.34,4.43,1.69,21.79,162,27.98,23.89,23.59,19.24442361773976,95.84746854227683,8.677259335733902,81.3138283190726,15.9641691549198,75.74633456986398,67.18325611119988,43.38853921923552
AI insights,119,117,7834,65.83,3.47,2.5,42.1,227,99.0,21.5,24.94,3.671002905587093,94.07530813728839,29.908342356407214,53.284570797681475,65.28018887577252,79.96820349761526,65.02636203866433,48.084694513083896
Top reviews,71,68,67477,950.38,4.02,1.05,34.5,101,15.0,31.13,14.66,54.37683723324379,97.71278412749967,14.117263588469502,63.7731162020425,6.950906187070342,62.9570747217806,81.45071097619429,50.60055568466832
Taxes,72,67,4022,55.86,3.43,3.68,24.81,102,19.99,18.6,23.4,2.616637398422874,97.71706808980082,35.01022615040694,77.14601159260282,10.415943337268246,85.09097332626745,67.48681898066785,44.105500472844554
Custom programs,80,79,21761,272.01,4.02,1.87,47.75,155,59.0,22.0,17.94,15.493853011585456,96.95894676126849,17.134187797446693,45.48716533259729,37.504339976390526,79.08496732026144,76.21025722958939,44.63121892185025
Product display - Other,201,180,6925,34.45,3.14,3.47,25.46,288,9.99,24.23,18.53,2.057779110523425,88.68174360065632,39.75090720363049,76.2489649461772,3.4719811124227484,75.14573396926338,75.2676146349257,41.86733603017881
Flat fee,67,57,5485,81.87,3.93,3.23,38.18,106,26.99,23.4,17.45,4.062912324094756,98.28994304850119,23.848893589280863,58.69445211150979,15.276716894660094,76.61190602367073,76.99312989295414,41.28469994976133
Arts and crafts,117,108,69209,591.53,3.5,2.74,60.37,121,39.9,39.41,14.22,37.793560233354015,94.50255637750388,30.22100235858955,28.07065967430306,24.24137212693563,48.330683624801274,82.15369867390957,47.36059270696339
Chat buttons,155,143,19093,123.18,3.47,2.64,22.08,272,49.99,24.66,30.04,8.095311744259181,91.77311239661091,30.423426977452102,80.9136075075904,31.24783001180474,74.38615085673909,56.87809554241892,45.80488338336506
Fraud,82,79,2353,28.7,3.03,10.11,33.45,97,29.0,34.9,14.87,1.08468503085692,96.88827538317662,66.27188969746823,65.2221915539608,16.672453301854038,56.29747394453277,81.11519412046653,48.79692482776735
Attribute mapping,57,51,15089,264.72,4.22,2.49,15.13,120,24.45,18.92,42.5,14.125500219628325,98.88101784704295,15.612995464681319,90.50510626552581,13.512950489549338,84.52570217276099,36.970762102572294,43.58245413100359
Speed analysis,56,52,38717,691.38,4.19,1.82,33.3,101,29.0,25.55,23.33,37.792754312191164,98.87673388474181,13.718289840718256,65.42920231852057,16.672453301854038,72.81399046104929,67.5986579325771,48.03161396995128
Custom file upload,65,63,9276,142.71,3.03,4.19,42.62,141,22.96,17.82,28.05,7.502625246014251,98.12289651851064,44.49116857899876,52.56693348054099,12.478300118047358,86.46882176293941,60.05751717526762,44.853224643677
Third-party logistics (3PL),260,240,3879,14.92,2.03,12.53,27.84,87,35.0,63.41,21.11,0.6723277004304348,84.21975886612196,94.186902133922,72.96439414849573,20.838830636761337,5.9353471118177055,71.14555040741332,50.125723011441735
Feed automation,60,49,21855,364.25,4.32,2.98,23.01,109,48.0,23.45,45.0,19.839394588740138,98.85425008259926,15.514650953927763,79.6301407673199,29.86598152906048,76.52358240593534,32.97651382009906,45.75154497188322
Custom dashboard,185,177,24942,134.82,3.59,1.7,35.5,350,67.0,20.09,15.83,9.54135159039632,89.3659735794325,24.683632843429386,62.39304443831079,43.05950975626693,82.45892951775305,79.58140277999681,45.99550670433007
Cart upsell,205,188,43084,210.17,4.15,1.62,42.32,393,29.99,23.2,12.22,15.86934488796053,88.22344363369604,13.742910941561252,52.9809550096605,17.35990556211374,76.96520049461226,85.34909729988816,40.378403362049724
Banners,363,319,90734,249.96,3.47,1.57,20.28,497,19.99,25.51,10.98,25.065526239956217,77.45023043797215,26.48670880232333,83.39773668230748,10.415943337268246,72.88464935523758,87.33024444799489,44.96667926703076
Data export,197,191,23433,118.95,3.96,2.04,33.82,428,40.0,18.13,8.13,8.56412147595873,88.3872701920223,18.900332105076146,64.71156500138007,24.310811749184086,85.92121533298004,91.88368749001438,42.60657423207471
Real-time,127,101,16104,126.8,3.71,2.88,18.45,247,39.99,17.7,12.3,7.80562343737094,94.426537046474,26.743691542372073,85.92326800993652,24.30386778695924,86.68079844550432,85.22128135484903,47.018462536167156
Site optimization - Other,71,67,9613,135.39,3.61,3.74,31.52,113,24.99,24.03,26.54,7.210743675098431,97.75240377884674,31.80892347034417,67.885730057963,13.887924449690994,75.49902844020491,62.470043137881454,43.48516662076706
Tracking,341,315,187140,548.8,4.05,1.57,24.15,585,30.0,25.7,5.32,53.923225358732715,78.38609420237103,15.460092832741593,78.05685895666575,17.366849524338587,72.54901960784314,96.3732225595143,51.106869179390934
Discount stacking,116,110,30797,265.49,3.99,2.16,35.42,218,24.0,20.44,14.6,16.577311761921294,94.45865276385567,18.771491003505705,62.50345017940933,13.20047218943129,81.84066419360536,81.54657293497364,43.19013439673717
Health and beauty,141,133,74496,528.34,3.58,2.84,62.06,140,39.98,41.15,13.21,35.63956542342108,92.6640085567247,29.06800739752166,25.738338393596464,24.296923824734392,45.25702172760997,83.76737498002876,45.92588679515629
Auto-sync data,50,48,3144,62.88,3.99,2.16,45.77,96,29.0,21.31,23.98,2.8112348644431417,99.2472266244057,18.771491003505705,48.21970742478609,16.672453301854038,80.30383324500971,66.56015337913405,38.97259031065697
Recommendation performance,163,151,41670,255.64,4.26,1.65,36.71,324,39.0,22.62,12.63,17.78691518246341,91.17346967346688,11.76203146464774,60.723157604195414,23.616415526699537,77.9897544603427,84.69404058156255,42.78279686475852
Frequently bought together,229,206,77112,336.73,4.15,1.33,40.93,417,29.99,23.49,12.91,27.04490993248661,86.66223337234632,12.675949940825419,54.899254761247576,17.35990556211374,76.45292351174704,84.24668477392555,42.75775587048145
Pop-ups,749,621,263847,352.27,3.9,1.61,28.39,1208,19.99,25.81,3.78,56.4916463902075,51.84551975942611,18.45897089394181,72.20535467844327,10.415943337268246,72.3547076488253,98.83367950151782,45.526156054177186
SMS capture list,101,96,66178,655.23,4.15,1.98,12.69,177,50.0,28.13,15.05,40.31844106809247,95.54336321840367,15.067414252819532,93.87248136903119,31.254773974029582,68.25649178590355,80.82760824412846,53.73143499577691
Rich snippets,129,121,126790,982.87,4.55,1.43,29.12,229,20.0,25.39,7.8,65.02384629458689,93.56347264144075,5.439304789643476,71.19790229091913,10.422887299493091,73.09662603780251,92.41092826330085,53.015118098934614
Agent avatar,118,109,17314,146.73,3.51,2.65,22.88,233,59.0,22.8,33.12,8.927507191715332,94.42760103711086,29.699762462333915,79.80955009660502,37.504339976390526,77.67178943649532,51.95718165841189,47.14540405868223
Bulk upload,80,68,16812,210.15,4.35,5.09,32.93,159,29.0,23.33,11.86,11.828163309009696,97.39476292608626,22.70736982292393,65.9398288711013,16.672453301854038,76.73555908850027,85.92426905256431,44.20530966649593
Chat window,128,121,14605,114.1,3.39,3.11,26.74,254,49.99,24.41,39.27,6.978777031734641,93.59880833048669,33.67355218134559,74.48247308860061,31.24783001180474,74.82776894541601,42.13133088352772,45.182543162378074
Consent collection,54,53,43395,803.61,3.85,2.72,8.28,87,49.9,30.77,22.95,43.78186788665879,98.90778561148662,23.493426445860152,99.95859784708804,31.185334351781123,63.59300476947536,68.20578367151302,56.68930874265945
Tagging,329,296,117590,357.42,3.98,2.2,16.61,685,29.0,20.5,8.47,34.24131294577997,79.56289584651655,19.108772106531028,88.46260005520287,16.672453301854038,81.73467585232291,91.34046972359802,48.29554710664895
Subscription boxes,66,65,19797,299.95,4.28,1.97,50.24,129,49.0,21.82,19.72,16.503728596475987,98.00832152677057,12.559139604439626,42.05078664090532,30.560377751545033,79.40293234410882,73.36635245246845,42.66702394201219
Draft orders,55,52,10998,199.96,4.51,4.06,33.16,123,29.0,22.15,13.48,10.455590009216206,98.91206957378775,15.875993587322382,65.62241236544301,16.672453301854038,78.81999646705529,83.33599616552165,42.74241899797733
Homepage,102,89,31661,310.4,4.24,1.07,19.11,150,29.0,22.11,31.46,18.81891000743512,95.78536508878722,10.008337600058193,85.01242064587359,16.672453301854038,78.8906553612436,54.60936251797412,43.54057899345421
Variant sync,63,56,14227,225.83,4.14,2.4,17.92,127,20.0,20.63,45.08,12.16687581032848,98.47090545603199,16.802782184395266,86.65470604471432,10.422887299493091,81.50503444621091,32.84869787505991,42.04304679612651
A/B testing,335,308,169562,506.16,4.06,2.27,15.09,622,49.0,25.94,5.87,49.217849516133114,78.87544589607612,17.84540186952496,90.56030913607508,30.560377751545033,72.1250662427133,95.49448793737018,53.66969721749693
Mobile app builder,70,69,5839,83.41,4.04,1.82,27.21,143,149.0,14.37,31.15,4.189662229111962,97.70850016519856,16.570000867334237,73.8338393596467,100.0,92.5631513866808,55.104649305000805,53.66988973433331
Gift cards,110,106,13430,122.09,4.02,2.33,33.14,220,49.99,21.43,18.94,7.173246212554962,94.82914550351957,18.826608695165604,65.65001380071763,31.24783001180474,80.0918565624448,74.6125579166001,43.5118589986705
Product reviews,281,258,127707,454.47,3.44,1.82,26.26,419,19.9,27.81,7.75,40.354093996007556,82.76455567191009,27.976844973798112,75.14490753519183,10.353447677244636,68.82176293941001,92.49081322895032,49.36994034166743
Size,84,69,29298,348.79,4.02,1.06,16.35,97,6.99,32.19,34.0,20.258100162738423,97.21380051855544,14.154055347115566,88.82141871377311,1.3887924449690994,61.0846140257905,50.55120626298131,42.01034796638008
Abandoned carts,74,70,11903,160.85,3.48,2.01,39.35,164,50.0,16.58,22.99,8.758373898131032,97.52753775766774,27.915432114309052,57.07976814794369,31.254773974029582,88.65924748277689,68.14187569899346,45.514436518915446
Landing pages,195,180,90439,463.79,3.87,1.74,22.51,290,19.99,30.33,11.02,35.06044661770805,88.89375773493194,19.507605961663828,80.32017664918575,10.415943337268246,64.37025260554672,87.26633647547531,47.621623013306085
Meta tags,109,101,54994,504.53,4.32,1.63,24.1,193,25.0,28.83,17.99,31.522460808910697,95.06257944930084,10.547763536709219,78.12586254485232,13.894868411915839,67.01996113760819,76.13037226393993,46.057016985779704
Photo reviews,127,120,96091,756.62,4.18,1.39,29.9,210,19.0,28.67,10.29,49.67933487186446,93.67376367087971,12.32635828737861,70.12144631520839,9.728491077008542,67.30259671436141,88.4326569739575,49.87803908710585
Custom commission,63,63,17299,274.59,3.73,2.17,30.88,108,69.0,20.98,22.83,14.928806522865706,98.1935678966025,23.751248541619454,68.76897598675131,44.44830220123603,80.88676912206324,68.39750758907175,49.129521682778105
Platform,54,48,29388,544.22,3.93,5.97,19.73,92,29.97,24.39,33.46,29.44826447108626,99.10588386822195,33.9298354583022,84.15677615235992,17.346017637664048,74.86309839251015,51.41396389199553,51.30064335818729
Auto-update,67,61,16600,247.76,4.04,3.45,29.36,124,25.0,23.95,17.23,13.56152070954328,98.1314644431129,22.56705752664255,70.86668506762351,13.894868411915839,75.64034622858152,77.3446237418118,44.350231838406295
Quantity-based,71,60,5834,82.17,3.99,3.19,37.37,111,19.99,23.13,16.4,4.13066968729701,98.02974133827622,22.561042144050226,59.81231024013249,10.415943337268246,77.0888535594418,78.67071417159292,40.48242502944477
Free shipping,395,347,121793,308.34,4.1,1.45,34.3,704,29.0,24.63,8.04,32.58314348086047,75.21013815078427,14.068021386783517,64.04913055478886,16.672453301854038,74.43914502738032,92.02748042818342,43.23053010126385
Stock updates,52,49,10917,209.94,4.58,1.2,8.25,115,55.0,19.58,25.24,10.911739616818567,99.13693559496676,4.022752135460821,100.0,34.72675508645233,83.35983041865396,64.54705224476754,45.96422984642908
Product commission,60,60,15243,254.05,4.0,2.41,29.46,101,59.0,21.8,25.91,13.648178300102554,98.41843391778153,19.501170901216227,70.72867789125034,37.504339976390526,79.43826179120296,63.47659370506471,46.84022709922219
Custom HTML,172,147,67739,393.83,4.2,1.67,31.79,322,19.99,25.52,14.69,28.28458568772467,91.0139270774417,12.976299392586245,67.51311068175545,10.415943337268246,72.86698463169051,81.40277999680461,43.8963825161273
Product comparison,81,79,4917,60.7,3.42,2.6,34.17,132,13.75,26.78,30.38,2.9815349960373023,96.92361107222257,31.22683028507318,64.22853988407397,6.082910908964656,70.64122946475888,56.334877776002564,40.05956800725864
Inventory alerts,76,62,8678,114.18,3.68,4.04,32.22,144,67.0,16.48,15.2,6.071049029405789,97.77382359035241,31.58187775063861,66.9196798233508,43.05950975626693,88.83589471824766,80.58795334718006,49.01098937459615
Marketplaces,184,169,55680,302.61,3.2,6.67,16.97,225,39.0,30.37,17.66,22.146898853511992,89.71826647925499,50.38358555972435,87.96577422025945,23.616415526699537,64.29959371135843,76.6576130372264,52.943995209634
Skip to checkout,50,49,9651,193.02,3.99,1.66,50.78,93,14.99,22.5,17.84,9.922577029140973,99.20760697305863,16.93190307120254,41.30554788849019,6.943962224845497,78.20173114290762,76.37002716088833,38.60928330390312
Multi-store reports,68,66,6480,95.29,3.8,1.11,26.91,154,84.0,18.75,25.86,4.846058293834551,97.89803049733163,18.5205236460493,74.24786088876621,54.86424553850428,84.8260024730613,63.55647867071418,47.568772378975865
Invoices and receipts,184,165,10557,57.38,3.12,3.27,30.35,260,19.0,23.85,14.04,3.6929939962213902,89.87674508464326,39.39530016759136,69.50041402152911,9.728491077008542,75.81699346405229,82.44128455024764,43.09988651392146
ROI analysis,59,57,23616,400.27,3.82,6.84,11.81,97,99.0,30.22,41.64,21.80151231571306,98.57262856086867,39.22197321336142,95.0869445211151,65.28018887577252,64.56456456456456,38.34478351174309,57.455488621067055
Product selection,99,84,41040,414.55,4.18,5.09,18.45,180,29.99,22.22,23.96,25.151574801839725,96.08947041266038,25.939308986422027,85.92326800993652,17.35990556211374,78.69634340222575,66.59210736539383,49.1543847539681
Home decor,64,64,47865,747.89,3.57,3.71,55.57,51,35.0,50.0,20.52,41.85298097279351,98.1186125562095,32.459004468170235,34.695004140215275,20.838830636761337,29.62374138844727,72.08819300207702,48.25969037713627
Bags and luggage,142,136,81522,574.1,3.42,3.09,58.4,120,36.48,46.02,12.07,38.86869888500297,92.50981391363756,33.02962645873028,30.789401048854543,21.866537046038466,36.654301360183716,85.58875219683655,47.29613613536655
Image gallery,174,142,14295,82.16,3.67,2.69,24.6,264,9.99,21.24,12.49,5.431375982978561,91.14135395608518,26.80510440186113,77.43582666298647,3.4719811124227484,80.42748630983925,84.91771848538104,41.478775740256985
Clothing and accessories,209,197,86109,412.0,3.3,3.39,58.63,150,39.98,50.8,11.43,31.962782009455843,87.72552401538867,36.414748039404955,30.471984543196243,24.296923824734392,28.210563504681147,86.6112797571497,45.25157910444402
Custom triggers,55,53,2778,50.51,3.66,2.52,33.73,120,29.0,20.53,11.81,2.1741219864670756,98.87244992244068,26.369758573319118,64.83577146011592,16.672453301854038,81.68168168168168,86.00415401821377,42.9607091220532
